"","sample","phi","bed","thick","facies","sub","color"
"455","UY012",2,"B20",0.15,"Sm","Ce","tan4"
"456","UY012",2,"B21",0.1,"Sm","Ce","tan4"
"457","UY012",3,"B22",0.45,"Sa(e)","As","yellow3"
"458","UY012",2,"B23",0.35,"Sm","Ce","tan4"
"459","UY012",2,"B24",0.65,"Sa(e)","As","yellow3"
"460","UY012",2,"B25",0.6,"St","Cpsb","tan2"
"461","UY012",2,"B26",0.4,"St","Cpd","tan1"
"462","UY012",2,"B27",0.25,"St","Cpd","tan1"
"463","UY012",2,"B28",0.25,"St","Cpd","tan1"
"464","UY012",2,"B29",0.3,"St","Cpd","tan1"
"465","UY012",2,"B30",0.3,"St","Cpd","tan1"
"466","UY012",2,"B31",0.2,"St","Cpd","tan1"
"467","UY012",2,"B32",0.2,"St","Cpcb","tan3"
"468","UY012",2,"B33",0.15,"St","Cpcb","tan3"
"469","UY012",2,"B34",0.2,"St","Cpcb","tan3"
"470","UY012",2,"B35",0.15,"St","Cpcb","tan3"
"471","UY012",2,"B36",0.25,"St","Cpd","tan1"
"472","UY012",2,"B37",0.25,"St","Cpd","tan1"
"473","UY012",3,"B38",0.25,"Sl","Ce","tan4"
"474","UY012",3,"B39",0.1,"Sm","Ce","tan4"
"475","UY012",3,"B40",0.25,"Sl","Ce","tan4"
"476","UY012",3,"B41",0.6,"Sm","Ce","tan4"
"477","UY013",4,"B1",0.3,"S?","Ce","tan4"
"478","UY013",3,"B2",0.2,"St","Ce","tan4"
"479","UY013",3,"B3",0.2,"Sl","Ce","tan4"
"480","UY013",3,"B4",0.1,"St","Ce","tan4"
"481","UY013",3,"B5",0.2,"Sl","Ce","tan4"
"482","UY013",9,"B6",0.2,"Fm","Fm","gray65"
"483","UY013",-2,"B7",0.05,"Gm","Ce","tan4"
"484","UY013",2,"B8",1.15,"Sm","Ce","tan4"
"485","UY013",2,"B9",0.7,"Sl","Ce","tan4"
"486","UY013",3,"B10",0.15,"St","Ce","tan4"
"487","UY013",3,"B11",0.15,"St","Ce","tan4"
"488","UY013",3,"B12",0.15,"St","Ce","tan4"
"489","UY013",3,"B13",0.15,"St","Ce","tan4"
"490","UY013",3,"B14",0.15,"St","Ce","tan4"
"491","UY013",3,"B15",0.15,"St","Ce","tan4"
"492","UY013",3,"B16",0.15,"St","Ce","tan4"
"493","UY013",3,"B17",0.15,"St","Ce","tan4"
"494","UY013",3,"B18",0.15,"St","Ce","tan4"
"495","UY013",3,"B19",0.15,"St","Ce","tan4"
"496","UY013",3,"B20",0.1,"St","Ce","tan4"
"497","UY014",2,"B1",0.6,"Sm","Ce","tan4"
"498","UY014",2,"B2",0.2,"St","Cpd","tan1"
"499","UY014",2,"B3",0.3,"St","Cpd","tan1"
"500","UY014",2,"B4",0.4,"St","Cpd","tan1"
"501","UY014",2,"B5",0.4,"St","Cpd","tan1"
"502","UY014",2,"B6",0.35,"St","Cpd","tan1"
"503","UY014",2,"B7",0.1,"St","Cpd","tan1"
"504","UY014",2,"B8",0.1,"St","Cpd","tan1"
"505","UY014",2,"B9",0.1,"St","Cpd","tan1"
"506","UY014",2,"B10",0.2,"St","Cpd","tan1"
"507","UY014",4,"B11",0.1,"Sm","Fs","gray50"
"508","UY014",3,"B12",0.1,"Sh","Fs","gray50"
"509","UY014",3,"B13",0.1,"Sr","Fs","gray50"
"510","UY014",3,"B14",0.3,"Ht","Fs","gray50"
"511","UY014",3,"B15",0.2,"Sl(e)","As","yellow3"
"512","UY014",-12,"B16",0.3,"COVERED","covered","black"
"513","UY014",8,"B17",0.65,"Fm","Fm","gray65"
"514","UY014",3,"B18",0.1,"Sm","Ce","tan4"
"515","UY014",3,"B19",0.1,"Sm","Ce","tan4"
"516","UY014",3,"B20",0.1,"Sm","Ce","tan4"
"517","UY014",3,"B21",0.1,"Sm","Ce","tan4"
"518","UY014",3,"B22",0.1,"Sm","Ce","tan4"
"519","UY014",3,"B23",0.1,"Sm","Ce","tan4"
"520","UY014",3,"B24",0.1,"Sm","Ce","tan4"
"521","UY014",3,"B25",0.1,"Sm","Ce","tan4"
"522","UY014",3,"B26",0.1,"Sm","Ce","tan4"
"523","UY014",3,"B27",0.1,"Sm","Ce","tan4"
"524","UY014",3,"B28",0.1,"Sm","Ce","tan4"
"525","UY014",3,"B29",0.1,"Sm","Ce","tan4"
"526","UY014",3,"B30",0.1,"Sm","Ce","tan4"
"527","UY014",3,"B31",0.1,"Sm","Ce","tan4"
"528","UY014",3,"B32",0.1,"Sm","Ce","tan4"
"529","UY014",3,"B33",2.8,"Ht","Fs","gray50"
"530","UY014",3,"B34",0.9,"Sh","Ce","tan4"
"531","UY014",3,"B35",0.2,"Sh","Ce","tan4"
"532","UY014",3,"B36",0.6,"Sl","Ce","tan4"
"533","UY014",3,"B37",0.3,"Sa(e)","As","yellow3"
"534","UY014",3,"B38",0.4,"Sl(e)","As","yellow3"
"535","UY014",3,"B39",0.4,"St(e)","Ad","yellow1"
"536","UY014",3,"B40",0.25,"Sm","Ce","tan4"
"537","UY014",3,"B41",0.6,"Sm","Ce","tan4"
"538","UY014",3,"B42",0.4,"Sm","Ce","tan4"
"539","UY014",8,"B43",0.1,"Ht","Fm","gray65"
"540","UY014",3,"B44",0.6,"Sm","Ce","tan4"
"541","UY014",3,"B45",0.15,"St","Ce","tan4"
"542","UY014",3,"B46",0.15,"St","Ce","tan4"
"543","UY014",3,"B47",0.4,"Sm","Ce","tan4"
"544","UY014",8,"B48",0.1,"Ht","Fm","gray65"
"545","UY014",3,"B49",0.4,"Sm","Ce","tan4"
"546","UY014",3,"B50",0.4,"Sm","Ce","tan4"
"547","UY014",-12,"B51",0.5,"COVERED","covered","black"
"548","UY014",3,"B52",0.4,"Sm","Ce","tan4"
"549","UY014",8,"B53",0.4,"Fm","Fm","gray65"
"550","UY014",3,"B54",0.4,"S","Cpd","tan1"
"551","UY014",3,"B55",0.3,"St","Cpd","tan1"
"552","UY014",3,"B56",0.2,"St","Cpd","tan1"
"553","UY014",3,"B57",0.15,"St","Cpd","tan1"
"554","UY014",3,"B58",0.2,"St","Cpd","tan1"
"555","UY014",3,"B59",0.15,"St","Cpd","tan1"
"556","UY014",3,"B60",0.2,"St","Cpd","tan1"
"557","UY014",-12,"B61",0.9,"COVERED","covered","black"
"558","UY014",3,"B62",0.1,"St","Cpd","tan1"
"559","UY014",3,"B63",0.1,"St","Cpd","tan1"
"560","UY014",3,"B64",0.1,"St","Cpd","tan1"
"561","UY014",3,"B65",0.1,"St","Cpd","tan1"
"562","UY014",3,"B66",0.1,"St","Cpd","tan1"
"563","UY014",3,"B67",0.1,"St","Cpd","tan1"
"564","UY014",3,"B68",0.1,"St","Cpd","tan1"
"565","UY014",3,"B69",0.1,"St","Cpd","tan1"
"566","UY014",3,"B70",0.7,"Sm","Ce","tan4"
"567","UY014",8,"B71",0.1,"Ht","Fm","gray65"
"568","UY014",3,"B72",0.9,"Sm","Ce","tan4"
"569","UY014",3,"B73",0.3,"S","Ce","tan4"
"570","UY016",2,"B1",0.2,"St","Cpd","tan1"
"571","UY016",2,"B2",0.3,"St","Cpd","tan1"
"572","UY016",2,"B3",0.2,"St","Cpd","tan1"
"573","UY016",2,"B4",0.3,"St","Cpd","tan1"
"574","UY016",2,"B5",0.2,"St","Cpd","tan1"
"575","UY016",2,"B6",0.3,"St","Cpd","tan1"
"576","UY016",2,"B7",0.2,"St","Cpd","tan1"
"577","UY016",2,"B8",0.3,"St","Cpd","tan1"
"578","UY016",3,"B9",1,"Sr","Cpd","tan1"
"579","UY016",3,"B10",0.25,"Ht","Fs","gray50"
"580","UY016",2,"B11",0.3,"St","Cpd","tan1"
"581","UY016",2,"B12",0.3,"St","Cpd","tan1"
"582","UY016",2,"B13",0.3,"St","Cpd","tan1"
"583","UY016",2,"B14",0.3,"St","Cpd","tan1"
"584","UY016",2,"B15",0.3,"St","Cpd","tan1"
"585","UY016",2,"B16",1,"St","Cpsb","tan2"
"586","UY016",2,"B17",1.5,"St","Cpsb","tan2"
"587","UY016",3,"B18",0.2,"Sm","Cpd","tan1"
"588","UY016",-2,"B19",0.05,"Gm","Cpd","tan1"
"589","UY016",2,"B20",0.1,"St","Cpd","tan1"
"590","UY016",2,"B21",0.15,"St","Cpd","tan1"
"591","UY016",2,"B22",0.2,"St","Cpd","tan1"
"592","UY016",2,"B23",0.1,"St","Cpd","tan1"
"593","UY016",2,"B24",0.15,"St","Cpd","tan1"
"594","UY016",2,"B25",0.2,"St","Cpd","tan1"
"595","UY016",2,"B26",0.1,"St","Cpd","tan1"
"596","UY016",2,"B27",0.15,"St","Cpd","tan1"
"597","UY016",2,"B28",0.2,"St","Cpd","tan1"
"598","UY016",2,"B29",0.1,"St","Cpd","tan1"
"599","UY016",2,"B30",0.15,"St","Cpd","tan1"
"600","UY016",2,"B31",0.2,"St","Cpd","tan1"
"601","UY016",2,"B32",0.1,"St","Cpd","tan1"
"602","UY016",2,"B33",0.15,"St","Cpd","tan1"
"603","UY019",3,"B1",0.3,"St","Cpd","tan1"
"604","UY019",3,"B2",0.3,"St","Cpd","tan1"
"605","UY019",3,"B3",0.3,"St","Cpd","tan1"
"606","UY019",3,"B4",0.5,"St","Cpd","tan1"
"607","UY019",3,"B5",0.3,"St","Cpd","tan1"
"608","UY019",3,"B6",0.4,"St","Cpd","tan1"
"609","UY019",3,"B7",0.5,"St","Cpd","tan1"
"610","UY019",3,"B8",0.2,"St","Cpd","tan1"
"611","UY019",3,"B9",0.2,"St","Cpd","tan1"
"612","UY019",3,"B10",0.5,"St","Cpd","tan1"
"613","UY021",3,"B1",0.6,"Sm","Cpd","tan1"
"614","UY021",3,"B2",0.5,"St","Cpsb","tan2"
"615","UY021",3,"B3",1.2,"Sr","Cpd","tan1"
"616","UY021",3,"B4",0.1,"St","Cpd","tan1"
"617","UY021",3,"B5",0.1,"St","Cpd","tan1"
"618","UY021",3,"B6",0.1,"St","Cpd","tan1"
"619","UY021",3,"B7",0.1,"St","Cpd","tan1"
"620","UY021",3,"B8",0.1,"St","Cpd","tan1"
"621","UY021",3,"B9",0.1,"St","Cpd","tan1"
"622","UY021",3,"B10",0.1,"St","Cpd","tan1"
"623","UY021",3,"B11",0.1,"St","Cpd","tan1"
"624","UY021",3,"B12",0.1,"St","Cpd","tan1"
"625","UY021",3,"B13",0.1,"St","Cpd","tan1"
"626","UY021",3,"B14",0.1,"St","Cpd","tan1"
"627","UY021",3,"B15",0.1,"St","Cpd","tan1"
"628","UY021",3,"B16",0.1,"St","Cpd","tan1"
"629","UY021",3,"B17",0.1,"St","Cpd","tan1"
"630","UY021",3,"B18",0.1,"St","Cpd","tan1"
"631","UY023",3,"B1",0.4,"St","Cpd","tan1"
"632","UY023",3,"B2",0.4,"St","Cpd","tan1"
"633","UY023",3,"B3",0.4,"St","Cpd","tan1"
"634","UY023",3,"B4",0.4,"St","Cpd","tan1"
"635","UY023",3,"B5",0.4,"St","Cpd","tan1"
"636","UY023",3,"B6",0.4,"St","Cpd","tan1"
"637","UY023",3,"B7",0.4,"St","Cpd","tan1"
"638","UY023",3,"B8",0.4,"St","Cpd","tan1"
"639","UY023",3,"B9",0.4,"St","Cpd","tan1"
"640","UY023",3,"B10",0.4,"St","Cpd","tan1"
"641","UY023",3,"B11",0.4,"St","Cpd","tan1"
"642","UY023",3,"B12",0.4,"St","Cpd","tan1"
"643","UY023",3,"B13",0.4,"St","Cpd","tan1"
"644","UY023",3,"B14",0.4,"St","Cpd","tan1"
"645","UY023",3,"B15",0.4,"St","Cpd","tan1"
"646","UY023",3,"B16",0.4,"St","Cpd","tan1"
"647","UY024",2,"B1",2.4,"St(e)","Ad","yellow1"
"648","UY024",2,"B2",0.9,"St(e)","Ad","yellow1"
"649","UY024",2,"B3",1.6,"St(e)","Ad","yellow1"
"650","UY024",2,"B4",0.7,"Sl(e)","As","yellow3"
"651","UY025",3,"B1",0.4,"St","Cpd","tan1"
"652","UY025",3,"B2",0.4,"St","Cpd","tan1"
"653","UY025",3,"B3",0.4,"St","Cpd","tan1"
"654","UY025",3,"B4",0.4,"St","Cpd","tan1"
"655","UY025",3,"B5",0.4,"St","Cpd","tan1"
"656","UY025",3,"B6",0.4,"St","Cpd","tan1"
"657","UY025",3,"B7",0.4,"St","Cpd","tan1"
"658","UY025",3,"B8",0.2,"St","Cpd","tan1"
"659","UY026",2,"B1",1.2,"St(e)","Ad","yellow1"
"660","UY026",2,"B2",0.2,"Sl(e)","Ad","yellow1"
"661","UY026",2,"B3",0.3,"Sm","Ce","tan4"
"662","UY027",3,"B1",0.8,"St(e)","Ad","yellow1"
"663","UY027",3,"B2",0.3,"St(e)","Ad","yellow1"
"664","UY027",3,"B3",1.4,"Sa(e)","As","yellow3"
"665","UY027",2,"B4",0.5,"St","Ce","tan4"
"666","UY027",2,"B5",0.6,"Sli","Ce","tan4"
"667","UY029",3,"B1",1,"St(e)","Ad","yellow1"
"668","UY029",3,"B2",0.5,"Sl(e)","Ad","yellow1"
"669","UY029",3,"B3",0.4,"Sm","Ce","tan4"
"670","UY029",3,"B4",0.3,"S?","Ce","tan4"
"671","UY031",3,"B1",0.8,"S?","Ce","tan4"
"672","UY031",3,"B2",0.2,"St","Cpd","tan1"
"673","UY031",3,"B3",0.25,"St","Cpd","tan1"
"674","UY031",3,"B4",0.2,"St","Cpd","tan1"
"675","UY031",3,"B5",0.25,"St","Cpd","tan1"
"676","UY031",3,"B6",0.2,"St","Cpd","tan1"
"677","UY031",3,"B7",0.2,"St","Cpd","tan1"
"678","UY031",3,"B8",0.2,"St","Cpd","tan1"
"679","UY036",3,"B1",0.2,"St","Cpd","tan1"
"680","UY036",3,"B2",0.3,"St","Cpd","tan1"
"681","UY036",3,"B3",0.4,"St","Cpd","tan1"
"682","UY036",3,"B4",0.2,"St","Cpd","tan1"
"683","UY036",3,"B5",0.3,"St","Cpd","tan1"
"684","UY036",3,"B6",0.4,"St","Cpd","tan1"
"685","UY036",3,"B7",0.2,"St","Cpd","tan1"
"686","UY036",3,"B8",0.3,"St","Cpd","tan1"
"687","UY036",3,"B9",0.6,"St","Cpd","tan1"
"688","UY036",3,"B10",0.2,"St","Cpd","tan1"
"689","UY036",4,"B11",0.2,"Sm","Fs","gray50"
"690","UY036",3,"B12",0.7,"Sh","Fs","gray50"
"691","UY036",2,"B13",2,"St(e)","Ad","yellow1"
"692","UY036",2,"B14",0.8,"St(e)","Ad","yellow1"
"693","UY036",2,"B15",0.6,"Sl(e)","Ad","yellow1"
"694","UY037",3,"B1",0.5,"St(e)","Ad","yellow1"
"695","UY037",3,"B2",0.5,"St(e)","Ad","yellow1"
"696","UY037",3,"B3",0.8,"St(e)","Ad","yellow1"
"697","UY037",3,"B4",0.8,"St(e)","Ad","yellow1"
"698","UY037",3,"B5",0.3,"Sm","Ce","tan4"
"699","UY037",3,"B6",0.3,"Sm","Ce","tan4"
"700","UY037",3,"B7",0.4,"Sr","Ce","tan4"
"701","UY037",3,"B8",0.2,"Sl","Ce","tan4"
"702","UY037",3,"B9",0.3,"Sr","Ce","tan4"
"703","UY037",3,"B10",0.6,"Sli","Ce","tan4"
"704","UY037",3,"B11",0.2,"Sm","Ce","tan4"
"705","UY037",3,"B12",0.2,"Sr","Ce","tan4"
"706","UY037",3,"B13",0.6,"Sm","Ce","tan4"
"707","UY037",3,"B14",1.7,"St(e)","Ad","yellow1"
"708","UY037",-12,"B15",3.2,"COVERED","covered","black"
"709","UY037",3,"B16",0.4,"St(e)","Ad","yellow1"
"710","UY037",3,"B17",1.4,"St(e)","Ad","yellow1"
"711","UY037",3,"B18",1.5,"St(e)","Ad","yellow1"
"712","UY037",-12,"B19",1,"COVERED","covered","black"
"713","UY037",3,"B20",1.4,"St(e)","Ad","yellow1"
"714","UY037",3,"B21",0.1,"St","Cpd","tan1"
"715","UY037",3,"B22",0.15,"St","Cpd","tan1"
"716","UY037",3,"B23",0.1,"St","Cpd","tan1"
"717","UY037",3,"B24",0.15,"St","Cpd","tan1"
"718","UY037",3,"B25",0.1,"St","Cpd","tan1"
"719","UY037",3,"B26",0.15,"St","Cpd","tan1"
"720","UY037",3,"B27",0.1,"St","Cpd","tan1"
"721","UY037",3,"B28",0.15,"St","Cpd","tan1"
"722","UY037",3,"B29",0.1,"St","Cpd","tan1"
"723","UY037",3,"B30",0.15,"St","Cpd","tan1"
"724","UY037",3,"B31",0.1,"St","Cpd","tan1"
"725","UY037",3,"B32",0.15,"St","Cpd","tan1"
"726","UY037",3,"B33",0.3,"St","Cpd","tan1"
"727","UY037",3,"B34",0.2,"St(e)","Ad","yellow1"
"728","UY037",3,"B35",0.2,"St(e)","Ad","yellow1"
"729","UY037",3,"B36",0.2,"St(e)","Ad","yellow1"
"730","UY037",3,"B37",0.2,"St(e)","Ad","yellow1"
"731","UY037",3,"B38",0.2,"St(e)","Ad","yellow1"
"732","UY037",3,"B39",0.2,"St(e)","Ad","yellow1"
"733","UY039",2,"B1",1.5,"St(e)","Ad","yellow1"
"734","UY039",2,"B2",1.5,"St(e)","Ad","yellow1"
"735","UY043",2,"B1",0.3,"St(e)","Ad","yellow1"
"736","UY043",2,"B2",1.5,"St(e)","Ad","yellow1"
"737","UY043",2,"B3",2.6,"St(e)","Ad","yellow1"
"738","UY045",3,"B1",0.7,"St(e)","Ad","yellow1"
"739","UY045",3,"B2",1,"St(e)","Ad","yellow1"
"740","UY045",3,"B3",1.1,"St(e)","Ad","yellow1"
"741","UY045",3,"B4",0.9,"St(e)","Ad","yellow1"
"742","UY045",3,"B5",0.6,"Sm","Ce","tan4"
"743","UY045",4,"B6",1,"Sh","Ce","tan4"
"744","UY045",3,"B7",0.1,"St","Ce","tan4"
"745","UY045",3,"B8",0.15,"St","Ce","tan4"
"746","UY045",3,"B9",0.1,"St","Ce","tan4"
"747","UY045",3,"B10",0.15,"St","Ce","tan4"
"748","UY045",3,"B11",0.1,"St","Ce","tan4"
"749","UY045",3,"B12",0.1,"St","Ce","tan4"
"750","UY046",3,"B1",0.2,"St","Ce","tan4"
"751","UY046",3,"B2",0.3,"St","Ce","tan4"
"752","UY046",3,"B3",0.2,"Sp","Ce","tan4"
"753","UY046",3,"B4",0.3,"St","Ce","tan4"
"754","UY046",3,"B5",0.2,"St","Ce","tan4"
"755","UY046",3,"B6",0.4,"St(e)","Ad","yellow1"
"756","UY046",3,"B7",0.8,"St(e)","Ad","yellow1"
"757","UY046",2,"B8",0.5,"Sd","Cpd","tan1"
"758","UY046",2,"B9",0.3,"St","Cpd","tan1"
"759","UY046",2,"B10",0.8,"Sti","Cpd","tan1"
"760","UY046",2,"B11",0.6,"Sr","Cpd","tan1"
"761","UY046",2,"B12",0.3,"St","Cpd","tan1"
"762","UY046",3,"B13",0.7,"Ht","Fs","gray50"
"763","UY046",2,"B14",0.3,"Sm","Ce","tan4"
"764","UY046",2,"B15",0.15,"Sl","Ce","tan4"
"765","UY046",2,"B16",0.15,"Sm","Ce","tan4"
"766","UY046",2,"B17",0.1,"Sl","Ce","tan4"
"767","UY046",2,"B18",0.7,"Sm","Ce","tan4"
"768","UY047",3,"B1",1.3,"St","Cpsb","tan2"
"769","UY047",3,"B2",0.2,"St","Cpd","tan1"
"770","UY047",3,"B3",0.1,"Sl","Cpd","tan1"
"771","UY047",3,"B4",0.2,"St","Cpd","tan1"
"772","UY047",3,"B5",0.1,"Sl","Cpd","tan1"
"773","UY047",3,"B6",0.2,"St","Cpd","tan1"
"774","UY047",3,"B7",0.2,"St","Cpd","tan1"
"775","UY047",3,"B8",0.2,"St","Cpd","tan1"
"776","UY047",3,"B9",0.2,"St","Cpd","tan1"
"777","UY047",3,"B10",0.2,"St","Cpd","tan1"
"778","UY047",3,"B11",0.2,"St","Cpd","tan1"
"779","UY047",3,"B12",0.2,"St","Cpd","tan1"
"780","UY047",3,"B13",0.2,"St","Cpd","tan1"
"781","UY047",3,"B14",0.2,"St","Cpd","tan1"
"782","UY047",3,"B15",0.2,"St","Cpd","tan1"
"783","UY047",3,"B16",0.2,"St","Cpd","tan1"
"784","UY047",3,"B17",0.1,"St","Cpd","tan1"
"785","UY047",4,"B18",0.1,"Fm","Fm","gray65"
"786","UY047",3,"B19",1.5,"Sl","Ce","tan4"
"787","UY047",3,"B20",0.2,"St","Cpd","tan1"
"788","UY047",3,"B21",0.2,"St","Cpd","tan1"
"789","UY047",3,"B22",0.2,"St","Cpd","tan1"
"790","UY047",3,"B23",0.15,"St","Cpd","tan1"
"791","UY047",3,"B24",0.2,"St","Cpd","tan1"
"792","UY047",3,"B25",0.2,"St","Cpd","tan1"
"793","UY047",3,"B26",0.15,"St","Cpd","tan1"
"794","UY047",3,"B27",0.2,"St","Cpd","tan1"
"795","UY047",3,"B28",0.4,"St","Cpd","tan1"
"796","UY047",3,"B29",0.4,"St","Cpd","tan1"
"797","UY047",3,"B30",0.4,"St","Cpd","tan1"
"798","UY047",3,"B31",0.4,"St","Cpd","tan1"
"799","UY047",3,"B32",1.3,"Sl","Ce","tan4"
"800","UY047",3,"B33",0.3,"St","Cpd","tan1"
"801","UY047",3,"B34",0.4,"St","Cpd","tan1"
"802","UY047",3,"B35",0.3,"St","Cpd","tan1"
"803","UY047",3,"B36",0.4,"St","Cpd","tan1"
"804","UY047",3,"B37",0.3,"St","Cpd","tan1"
"805","UY047",3,"B38",0.4,"St","Cpd","tan1"
"806","UY047",3,"B39",0.3,"St","Cpd","tan1"
"807","UY047",3,"B40",0.4,"St","Cpd","tan1"
"808","UY047",3,"B41",0.3,"St","Cpd","tan1"
"809","UY047",3,"B42",0.4,"St","Cpd","tan1"
"810","UY047",3,"B43",1.1,"St","Cpsb","tan2"
"811","UY047",3,"B44",0.5,"Sl","Ce","tan4"
"812","UY048",3,"B1",1.2,"Ht","Fs","gray50"
"813","UY048",3,"B2",0.3,"Sm","Ce","tan4"
"814","UY048",3,"B3",0.4,"Sr","Ce","tan4"
"815","UY048",3,"B4",0.4,"Sm","Ce","tan4"
"816","UY048",3,"B5",0.1,"Sm","Ce","tan4"
"817","UY048",8,"B6",0.2,"Fm","Fm","gray65"
"818","UY048",3,"B7",0.25,"Sh","Ce","tan4"
"819","UY048",3,"B8",0.25,"St","Ce","tan4"
"820","UY048",3,"B9",0.25,"Sh","Ce","tan4"
"821","UY048",3,"B10",0.35,"St","Ce","tan4"
"822","UY051",3,"B1",1.8,"St(e)","Ad","yellow1"
"823","UY051",3,"B2",1.1,"Sr","Ce","tan4"
"824","UY051",3,"B3",0.1,"St","Ce","tan4"
"825","UY051",3,"B4",0.1,"St","Ce","tan4"
"826","UY051",3,"B5",0.1,"St","Ce","tan4"
"827","UY051",3,"B6",0.1,"St","Ce","tan4"
"828","UY051",3,"B7",0.1,"St","Ce","tan4"
"829","UY051",3,"B8",0.1,"St","Ce","tan4"
"830","UY051",3,"B9",0.2,"Sl","Ce","tan4"
"831","UY052",3,"B1",0.4,"Sm","Ce","tan4"
"832","UY052",3,"B2",0.2,"Sl","Ce","tan4"
"833","UY052",3,"B3",0.3,"Sm","Ce","tan4"
"834","UY052",3,"B4",0.3,"Sl","Ce","tan4"
"835","UY052",3,"B5",0.75,"Sm","Ce","tan4"
"836","UY052",4,"B6",0.15,"Sl","Ce","tan4"
"837","UY052",3,"B7",0.6,"Sm","Ce","tan4"
"838","UY052",3,"B8",0.6,"St(e)","Ad","yellow1"
"839","UY052",3,"B9",0.8,"Sli","Ce","tan4"
"840","UY052",3,"B10",0.8,"Sm","Ce","tan4"
"841","UY052",3,"B11",0.2,"Sri","Ce","tan4"
"842","UY052",3,"B12",0.2,"Sm","Ce","tan4"
"843","UY052",3,"B13",0.2,"Sm","Ce","tan4"
"844","UY052",3,"B14",0.2,"Sm","Ce","tan4"
"845","UY052",3,"B15",0.2,"Sm","Ce","tan4"
"846","UY052",3,"B16",0.2,"Sli","Ce","tan4"
"847","UY052",3,"B17",0.5,"Sl","Ce","tan4"
"848","UY052",-12,"B18",2.6,"COVERED","covered","black"
"849","UY052",3,"B19",0.6,"Sr","Ce","tan4"
"850","UY052",-12,"B20",0.5,"COVERED","covered","black"
"851","UY052",3,"B21",0.9,"St","Ce","tan4"
"852","UY053",3,"B1",0.25,"Sl","Ce","tan4"
"853","UY053",3,"B2",0.25,"Sl","Ce","tan4"
"854","UY053",3,"B3",0.5,"Sl","Ce","tan4"
"855","UY053",3,"B4",0.25,"St","Ce","tan4"
"856","UY053",3,"B5",0.25,"St","Ce","tan4"
"857","UY053",3,"B6",0.25,"Sl","Ce","tan4"
"858","UY053",3,"B7",0.25,"St","Ce","tan4"
"859","UY053",3,"B8",0.25,"Sl","Ce","tan4"
"860","UY053",3,"B9",0.25,"St","Ce","tan4"
"861","UY055",3,"B1",0.2,"St","Ce","tan4"
"862","UY055",3,"B2",0.3,"St","Ce","tan4"
"863","UY055",3,"B3",0.6,"Sh","Ce","tan4"
"864","UY055",-2,"B4",0.05,"Gm","Ce","tan4"
"865","UY055",3,"B5",0.55,"Sl","Ce","tan4"
"866","UY055",3,"B6",0.5,"Sm","Ce","tan4"
"867","UY055",3,"B7",0.3,"St(e)","Ad","yellow1"
"868","UY055",3,"B8",0.4,"Sl","Ce","tan4"
"869","UY055",3,"B9",1.1,"Sm","Ce","tan4"
"870","UY055",-12,"B10",1.7,"COVERED","covered","black"
"871","UY055",3,"B11",0.25,"St","Ce","tan4"
"872","UY055",3,"B12",0.7,"Sl","Ce","tan4"
"873","UY055",3,"B13",0.3,"St","Ce","tan4"
"874","UY055",3,"B14",0.35,"Sl","Ce","tan4"
"875","UY055",3,"B15",0.2,"St","Ce","tan4"
"876","UY055",3,"B16",0.2,"St","Ce","tan4"
"877","UY055",3,"B17",0.3,"Sl","Ce","tan4"
"878","UY055",-12,"B18",3.2,"COVERED","covered","black"
"879","UY055",8,"B19",1.2,"Fm","Fm","gray65"
"880","UY055",-2,"B20",0.1,"Gm","Ce","tan4"
"881","UY055",3,"B21",0.3,"Sm","Ce","tan4"
"882","UY055",3,"B22",0.25,"Sl","Ce","tan4"
"883","UY055",3,"B23",0.3,"St","Ce","tan4"
"884","UY055",3,"B24",0.3,"St","Ce","tan4"
"885","UY055",3,"B25",0.3,"St","Ce","tan4"
"886","UY055",3,"B26",3,"S","Ce","tan4"
"887","UY055",3,"B27",0.7,"St(e)","Ad","yellow1"
"888","UY055",3,"B28",0.8,"St(e)","Ad","yellow1"
"889","UY055",3,"B29",0.7,"St(e)","Ad","yellow1"
"890","UY055",3,"B30",0.7,"St(e)","Ad","yellow1"
"891","UY055",8,"B31",0.1,"Fl","Fm","gray65"
"892","UY055",3,"B32",0.4,"St","Cpd","tan1"
"893","UY055",3,"B33",0.4,"St","Cpd","tan1"
"894","UY055",3,"B34",0.4,"St","Cpd","tan1"
"895","UY055",8,"B35",0.2,"Fl","Fm","gray65"
"896","UY055",3,"B36",0.2,"St","Cpd","tan1"
"897","UY055",3,"B37",0.2,"St","Cpd","tan1"
"898","UY055",3,"B38",0.2,"St","Cpd","tan1"
"899","UY055",3,"B39",0.2,"St","Cpd","tan1"
"900","UY055",-12,"B40",0.7,"COVERED","covered","black"
"901","UY055",3,"B41",0.5,"S","Cpd","tan1"
"902","UY055",3,"B42",0.4,"St","Cpd","tan1"
"903","UY055",-12,"B43",0.3,"COVERED","covered","black"
"904","UY055",4,"B44",0.5,"Fm","Fm","gray65"
"905","UY055",3,"B45",0.3,"Sm","Fs","gray50"
"906","UY055",4,"B46",0.4,"Fm","Fm","gray65"
"907","UY055",-12,"B47",2.2,"COVERED","covered","black"
"908","UY055",3,"B48",0.8,"Sl","Ce","tan4"
"909","UY055",4,"B49",0.15,"Fm","Fm","gray65"
"910","UY055",3,"B50",0.2,"Sl","Ce","tan4"
"911","UY055",3,"B51",0.1,"St","Ce","tan4"
